,Material ID,Material Desc,Time Interval,UOM,Min Total Quantity (BOX),Max Total Quantity (BOX),Average Total Quantity (BOX)
4480,1060575,RAPIKA BIANG BIRU SCT 7ML,15:00-17:00,PCS,0.04,1.75,0.56
4479,1060575,RAPIKA BIANG BIRU SCT 7ML,13:00-15:00,PCS,0.04,0.88,0.34
4481,1060575,RAPIKA BIANG BIRU SCT 7ML,17:00-19:00,PCS,0.04,0.79,0.31
4482,1060575,RAPIKA BIANG BIRU SCT 7ML,19:00-21:00,PCS,0.12,0.5,0.29
4478,1060575,RAPIKA BIANG BIRU SCT 7ML,11:00-13:00,PCS,0.04,0.5,0.19
4476,1060575,RAPIKA BIANG BIRU SCT 7ML,07:00-09:00,PCS,0.04,0.42,0.17
4477,1060575,RAPIKA BIANG BIRU SCT 7ML,09:00-11:00,PCS,0.04,0.42,0.16
4483,1060577,RAPIKA BIANG BIRU BTL 250ML,13:00-15:00,,,,
4488,1060592,FN COLOGNE KPOP GREEN BTL 100ML,15:00-17:00,PCS,0.08,1.42,0.56
4487,1060592,FN COLOGNE KPOP GREEN BTL 100ML,13:00-15:00,PCS,0.12,1.17,0.48
4489,1060592,FN COLOGNE KPOP GREEN BTL 100ML,17:00-19:00,PCS,0.08,0.79,0.34
4486,1060592,FN COLOGNE KPOP GREEN BTL 100ML,11:00-13:00,PCS,0.08,0.25,0.18
4490,1060592,FN COLOGNE KPOP GREEN BTL 100ML,19:00-21:00,PCS,0.04,0.25,0.15
4484,1060592,FN COLOGNE KPOP GREEN BTL 100ML,07:00-09:00,PCS,0.04,0.25,0.13
4485,1060592,FN COLOGNE KPOP GREEN BTL 100ML,09:00-11:00,PCS,0.04,0.25,0.11
4495,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,15:00-17:00,PCS,0.08,2.33,0.77
4494,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,13:00-15:00,PCS,0.12,1.33,0.62
4496,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,17:00-19:00,PCS,0.04,0.96,0.46
4493,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,11:00-13:00,PCS,0.12,0.58,0.3
4491,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,07:00-09:00,PCS,0.08,0.92,0.28
4492,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,09:00-11:00,PCS,0.04,0.5,0.25
4497,1060688,FN COLOGNE KPOP FUCHSIA BTL 100ML,19:00-21:00,PCS,0.04,0.25,0.17
4502,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,15:00-17:00,PCS,0.04,1.79,0.83
4501,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,13:00-15:00,PCS,0.25,1.08,0.66
4503,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,17:00-19:00,PCS,0.04,1.62,0.52
4498,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,07:00-09:00,PCS,0.08,0.5,0.26
4499,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,09:00-11:00,PCS,0.04,0.62,0.22
4504,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,19:00-21:00,PCS,0.04,0.25,0.15
4500,1060689,FN COLOGNE KPOP YELLOW BTL 100ML,11:00-13:00,PCS,0.04,0.29,0.15
4509,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,15:00-17:00,PCS,0.08,1.75,0.62
4508,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,13:00-15:00,PCS,0.08,1.17,0.47
4510,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,17:00-19:00,PCS,0.12,0.79,0.33
4506,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,09:00-11:00,PCS,0.04,0.5,0.23
4507,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,11:00-13:00,PCS,0.04,0.5,0.22
4505,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,07:00-09:00,PCS,0.04,0.25,0.14
4511,1060690,FN COLOGNE MIXNMATCH WHITE BTL 100ML,19:00-21:00,PCS,0.04,0.17,0.11
4516,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,15:00-17:00,PCS,0.08,1.54,0.56
4515,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,13:00-15:00,PCS,0.04,0.75,0.31
4517,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,17:00-19:00,PCS,0.04,0.71,0.31
4514,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,11:00-13:00,PCS,0.04,0.25,0.18
4512,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,07:00-09:00,PCS,0.04,0.5,0.17
4513,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,09:00-11:00,PCS,0.04,0.5,0.16
4518,1060691,FN COLOGNE KPOP TOSCA BTL 100ML,19:00-21:00,PCS,0.08,0.12,0.1
4521,1060732,SOKLIN POWDER DET SOFT PINK SCT 43GR,13:00-15:00,PCS,0.08,0.42,0.21
4520,1060732,SOKLIN POWDER DET SOFT PINK SCT 43GR,11:00-13:00,PCS,0.17,0.17,0.17
4522,1060732,SOKLIN POWDER DET SOFT PINK SCT 43GR,15:00-17:00,PCS,0.08,0.17,0.15
4523,1060732,SOKLIN POWDER DET SOFT PINK SCT 43GR,17:00-19:00,PCS,0.08,0.08,0.08
4519,1060732,SOKLIN POWDER DET SOFT PINK SCT 43GR,09:00-11:00,PCS,0.08,0.08,0.08
4527,1060736,DAIA POWDER DET PUTIH SCT 47GR,13:00-15:00,PCS,0.67,3.83,2.08
4528,1060736,DAIA POWDER DET PUTIH SCT 47GR,15:00-17:00,PCS,0.42,4,1.8
4529,1060736,DAIA POWDER DET PUTIH SCT 47GR,17:00-19:00,PCS,0.17,2.42,1.2
4525,1060736,DAIA POWDER DET PUTIH SCT 47GR,09:00-11:00,PCS,0.08,1.5,0.56
4524,1060736,DAIA POWDER DET PUTIH SCT 47GR,07:00-09:00,PCS,0.08,1.17,0.52
4526,1060736,DAIA POWDER DET PUTIH SCT 47GR,11:00-13:00,PCS,0.08,1.33,0.51
4530,1060736,DAIA POWDER DET PUTIH SCT 47GR,19:00-21:00,PCS,0.17,0.67,0.38
4536,1060787,EKONOMI CREAM DET PUTIH500 BAG 145GR,19:00-21:00,PCS,1.03,1.03,1.03
4533,1060787,EKONOMI CREAM DET PUTIH500 BAG 145GR,13:00-15:00,PCS,0.03,2.53,0.49
4534,1060787,EKONOMI CREAM DET PUTIH500 BAG 145GR,15:00-17:00,PCS,0.03,1.07,0.4
4531,1060787,EKONOMI CREAM DET PUTIH500 BAG 145GR,09:00-11:00,PCS,0.07,0.57,0.29
4535,1060787,EKONOMI CREAM DET PUTIH500 BAG 145GR,17:00-19:00,PCS,0.03,0.57,0.24
4532,1060787,EKONOMI CREAM DET PUTIH500 BAG 145GR,11:00-13:00,PCS,0.17,0.2,0.18
4538,1060788,EKONOMI CREAM DET PUTIH350 SCT 67GR,09:00-11:00,PCS,0.25,0.5,0.38
4540,1060788,EKONOMI CREAM DET PUTIH350 SCT 67GR,13:00-15:00,PCS,0.17,0.5,0.26
4541,1060788,EKONOMI CREAM DET PUTIH350 SCT 67GR,15:00-17:00,PCS,0.08,0.33,0.2
4542,1060788,EKONOMI CREAM DET PUTIH350 SCT 67GR,17:00-19:00,PCS,0.17,0.17,0.17
4539,1060788,EKONOMI CREAM DET PUTIH350 SCT 67GR,11:00-13:00,PCS,0.08,0.08,0.08
4537,1060788,EKONOMI CREAM DET PUTIH350 SCT 67GR,07:00-09:00,PCS,0.08,0.08,0.08
4547,1060800,SEDAAP KECAP MANIS BTL 135ML,15:00-17:00,PCS,0.06,0.75,0.21
4546,1060800,SEDAAP KECAP MANIS BTL 135ML,13:00-15:00,PCS,0.04,0.62,0.16
4548,1060800,SEDAAP KECAP MANIS BTL 135ML,17:00-19:00,PCS,0.04,0.38,0.16
4544,1060800,SEDAAP KECAP MANIS BTL 135ML,09:00-11:00,PCS,0.08,0.25,0.14
4545,1060800,SEDAAP KECAP MANIS BTL 135ML,11:00-13:00,PCS,0.06,0.12,0.08
4543,1060800,SEDAAP KECAP MANIS BTL 135ML,07:00-09:00,PCS,0.06,0.08,0.07
4549,1060801,SEDAAP KECAP MANIS BTL 275ML,07:00-09:00,PCS,0.38,0.38,0.38
4550,1060801,SEDAAP KECAP MANIS BTL 275ML,09:00-11:00,PCS,0.25,0.25,0.25
4551,1060801,SEDAAP KECAP MANIS BTL 275ML,11:00-13:00,PCS,0.25,0.25,0.25
4553,1060801,SEDAAP KECAP MANIS BTL 275ML,15:00-17:00,PCS,0.12,0.5,0.23
4552,1060801,SEDAAP KECAP MANIS BTL 275ML,13:00-15:00,PCS,0.12,0.25,0.15
4554,1060801,SEDAAP KECAP MANIS BTL 275ML,17:00-19:00,PCS,0.12,0.12,0.12
4559,1060803,FOOD KECAP SEDAAP PCH 77G,15:00-17:00,PCS,0.25,5.44,2.09
4558,1060803,FOOD KECAP SEDAAP PCH 77G,13:00-15:00,PCS,0.12,3.75,1.58
4560,1060803,FOOD KECAP SEDAAP PCH 77G,17:00-19:00,PCS,0.06,3.23,0.98
4556,1060803,FOOD KECAP SEDAAP PCH 77G,09:00-11:00,PCS,0.06,1.81,0.66
4557,1060803,FOOD KECAP SEDAAP PCH 77G,11:00-13:00,PCS,0.1,1.54,0.65
4555,1060803,FOOD KECAP SEDAAP PCH 77G,07:00-09:00,PCS,0.06,0.71,0.37
4561,1060803,FOOD KECAP SEDAAP PCH 77G,19:00-21:00,PCS,0.19,0.31,0.25
4563,1060804,FOOD KECAP SEDAAP PCH 250G,09:00-11:00,PCS,0.5,0.5,0.5
4566,1060804,FOOD KECAP SEDAAP PCH 250G,15:00-17:00,PCS,0.12,0.5,0.33
4565,1060804,FOOD KECAP SEDAAP PCH 250G,13:00-15:00,PCS,0.08,0.54,0.28
4567,1060804,FOOD KECAP SEDAAP PCH 250G,17:00-19:00,PCS,0.12,1,0.28
4564,1060804,FOOD KECAP SEDAAP PCH 250G,11:00-13:00,PCS,0.12,0.38,0.25
4562,1060804,FOOD KECAP SEDAAP PCH 250G,07:00-09:00,PCS,0.04,0.12,0.08
4568,1060808,SEDAAP KECAP MANIS PCH 700G POLOS,09:00-11:00,PCS,0.5,0.5,0.5
4569,1060808,SEDAAP KECAP MANIS PCH 700G POLOS,13:00-15:00,PCS,0.08,0.25,0.17
4571,1060808,SEDAAP KECAP MANIS PCH 700G POLOS,17:00-19:00,PCS,0.08,0.17,0.12
4570,1060808,SEDAAP KECAP MANIS PCH 700G POLOS,15:00-17:00,PCS,0.08,0.08,0.08
4576,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,15:00-17:00,PCS,0.02,2.81,0.5
4575,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,13:00-15:00,PCS,0.02,2.04,0.42
4577,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,17:00-19:00,PCS,0.04,0.98,0.3
4573,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,09:00-11:00,PCS,0.08,0.42,0.21
4578,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,19:00-21:00,PCS,0.06,0.27,0.13
4572,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,07:00-09:00,PCS,0.04,0.21,0.11
4574,1060809,NUVO FAMILY BODY WASH BIRU PCH 60ML,11:00-13:00,PCS,0.04,0.25,0.1
4579,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,07:00-09:00,,,,
4580,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,09:00-11:00,,,,
4581,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,11:00-13:00,,,,
4582,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,13:00-15:00,,,,
4583,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,15:00-17:00,,,,
4584,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,17:00-19:00,,,,
4585,1060810,NUVO FAMILY BODY WASH MERAH PCH 60ML,19:00-21:00,,,,
4586,1060822,SOKLIN LANTAI MERAH PCH 52ML,07:00-09:00,,,,
4587,1060822,SOKLIN LANTAI MERAH PCH 52ML,09:00-11:00,,,,
4588,1060822,SOKLIN LANTAI MERAH PCH 52ML,11:00-13:00,,,,
4589,1060822,SOKLIN LANTAI MERAH PCH 52ML,13:00-15:00,,,,
4590,1060822,SOKLIN LANTAI MERAH PCH 52ML,15:00-17:00,,,,
4591,1060822,SOKLIN LANTAI MERAH PCH 52ML,17:00-19:00,,,,
4592,1060822,SOKLIN LANTAI MERAH PCH 52ML,19:00-21:00,,,,
4597,1060823,SOKLIN LANTAI HIJAUMUDA APEL PCH 52ML,15:00-17:00,PCS,0.02,1.58,0.39
4596,1060823,SOKLIN LANTAI HIJAUMUDA APEL PCH 52ML,13:00-15:00,PCS,0.04,0.73,0.27
4598,1060823,SOKLIN LANTAI HIJAUMUDA APEL PCH 52ML,17:00-19:00,PCS,0.02,0.5,0.18
4593,1060823,SOKLIN LANTAI HIJAUMUDA APEL PCH 52ML,07:00-09:00,PCS,0.06,0.25,0.14
4594,1060823,SOKLIN LANTAI HIJAUMUDA APEL PCH 52ML,09:00-11:00,PCS,0.06,0.12,0.11
4595,1060823,SOKLIN LANTAI HIJAUMUDA APEL PCH 52ML,11:00-13:00,PCS,0.04,0.06,0.05
4603,1060824,SOKLIN LANTAI KUNING PCH 52ML,15:00-17:00,PCS,0.04,1.58,0.5
4602,1060824,SOKLIN LANTAI KUNING PCH 52ML,13:00-15:00,PCS,0.04,0.69,0.22
4604,1060824,SOKLIN LANTAI KUNING PCH 52ML,17:00-19:00,PCS,0.06,0.58,0.22
4600,1060824,SOKLIN LANTAI KUNING PCH 52ML,09:00-11:00,PCS,0.06,0.12,0.1
4599,1060824,SOKLIN LANTAI KUNING PCH 52ML,07:00-09:00,PCS,0.02,0.25,0.09
4601,1060824,SOKLIN LANTAI KUNING PCH 52ML,11:00-13:00,PCS,0.04,0.12,0.08
4609,1060832,EKONOMI CREAM DET PUTIH BAG 380GR,19:00-21:00,PCS,0.5,0.5,0.5
4608,1060832,EKONOMI CREAM DET PUTIH BAG 380GR,17:00-19:00,PCS,0.25,0.5,0.42
4605,1060832,EKONOMI CREAM DET PUTIH BAG 380GR,09:00-11:00,PCS,0.17,0.5,0.39
4606,1060832,EKONOMI CREAM DET PUTIH BAG 380GR,13:00-15:00,PCS,0.08,0.5,0.28
4607,1060832,EKONOMI CREAM DET PUTIH BAG 380GR,15:00-17:00,PCS,0.08,0.58,0.27
4612,1060855,SOKLIN POWDER DET SOFT VEL ORC BAG 720GR,17:00-19:00,PCS,0.25,0.25,0.25
4611,1060855,SOKLIN POWDER DET SOFT VEL ORC BAG 720GR,15:00-17:00,PCS,0.25,0.25,0.25
4610,1060855,SOKLIN POWDER DET SOFT VEL ORC BAG 720GR,13:00-15:00,PCS,0.08,0.08,0.08
4613,1060867,CLING BIRU JERIGEN 4LT,09:00-11:00,PCS,0.33,0.33,0.33
4618,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,15:00-17:00,PCS,0.25,1.83,0.7
4617,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,13:00-15:00,PCS,0.08,1.92,0.65
4619,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,17:00-19:00,PCS,0.17,1.17,0.53
4616,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,11:00-13:00,PCS,0.17,0.75,0.48
4615,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,09:00-11:00,PCS,0.08,1.25,0.39
4620,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,19:00-21:00,PCS,0.25,0.25,0.25
4614,1060872,DAIA POWDET ROMANTIC PINK BAG 800GR NPRG,07:00-09:00,PCS,0.08,0.42,0.2
4624,1060882,SEDAAP KECAP MANIS BTL 620ML,15:00-17:00,PCS,0.5,0.75,0.62
4622,1060882,SEDAAP KECAP MANIS BTL 620ML,11:00-13:00,PCS,0.25,0.5,0.38
4623,1060882,SEDAAP KECAP MANIS BTL 620ML,13:00-15:00,PCS,0.08,0.25,0.17
4621,1060882,SEDAAP KECAP MANIS BTL 620ML,09:00-11:00,PCS,0.08,0.08,0.08
4625,1060884,DANGDUT CREAM DET PUTIH 400 SCT 85GR,07:00-09:00,PCS,0.08,0.3,0.19
4627,1060884,DANGDUT CREAM DET PUTIH 400 SCT 85GR,13:00-15:00,PCS,0.12,0.15,0.14
4629,1060884,DANGDUT CREAM DET PUTIH 400 SCT 85GR,17:00-19:00,PCS,0.12,0.12,0.12
4626,1060884,DANGDUT CREAM DET PUTIH 400 SCT 85GR,09:00-11:00,PCS,0.1,0.12,0.12
4628,1060884,DANGDUT CREAM DET PUTIH 400 SCT 85GR,15:00-17:00,PCS,0.02,0.25,0.11
4633,1060885,RAPIKA BIANG BIRU PCH 250ML,13:00-15:00,PCS,0.04,1.21,0.41
4634,1060885,RAPIKA BIANG BIRU PCH 250ML,15:00-17:00,PCS,0.08,0.88,0.37
4635,1060885,RAPIKA BIANG BIRU PCH 250ML,17:00-19:00,PCS,0.04,0.58,0.28
4636,1060885,RAPIKA BIANG BIRU PCH 250ML,19:00-21:00,PCS,0.04,0.42,0.24
4632,1060885,RAPIKA BIANG BIRU PCH 250ML,11:00-13:00,PCS,0.04,0.5,0.24
4631,1060885,RAPIKA BIANG BIRU PCH 250ML,09:00-11:00,PCS,0.04,0.5,0.17
4630,1060885,RAPIKA BIANG BIRU PCH 250ML,07:00-09:00,PCS,0.04,0.29,0.15
4637,1060886,RAPIKA BIANG MERAH PCH 250ML,07:00-09:00,,,,
4638,1060886,RAPIKA BIANG MERAH PCH 250ML,09:00-11:00,,,,
4639,1060886,RAPIKA BIANG MERAH PCH 250ML,11:00-13:00,,,,
4640,1060886,RAPIKA BIANG MERAH PCH 250ML,13:00-15:00,,,,
4641,1060886,RAPIKA BIANG MERAH PCH 250ML,15:00-17:00,,,,
4642,1060886,RAPIKA BIANG MERAH PCH 250ML,17:00-19:00,,,,
4643,1060886,RAPIKA BIANG MERAH PCH 250ML,19:00-21:00,,,,
4648,1060887,RAPIKA BIANG UNGU PCH 250ML,15:00-17:00,PCS,0.08,1.67,0.46
4647,1060887,RAPIKA BIANG UNGU PCH 250ML,13:00-15:00,PCS,0.08,0.88,0.4
4649,1060887,RAPIKA BIANG UNGU PCH 250ML,17:00-19:00,PCS,0.04,0.92,0.38
4645,1060887,RAPIKA BIANG UNGU PCH 250ML,09:00-11:00,PCS,0.08,0.38,0.2
4650,1060887,RAPIKA BIANG UNGU PCH 250ML,19:00-21:00,PCS,0.04,0.42,0.19
4646,1060887,RAPIKA BIANG UNGU PCH 250ML,11:00-13:00,PCS,0.08,0.21,0.13
4644,1060887,RAPIKA BIANG UNGU PCH 250ML,07:00-09:00,PCS,0.04,0.25,0.11
4651,1060889,SOKLIN SOFTENER CC BLUE PCH 720ML,15:00-17:00,PCS,0.25,0.25,0.25
4652,1060892,SOKLIN SOFTENER TWILIGHT VIOLET PCH650ML,13:00-15:00,PCS,0.17,0.17,0.17
4653,1060893,SOKLIN SOFTENER TWILIGHT BLUE PCH 650ML,13:00-15:00,PCS,0.08,0.08,0.08
4658,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,15:00-17:00,PCS,0.02,1.38,0.31
4657,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,13:00-15:00,PCS,0.04,1.19,0.26
4660,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,19:00-21:00,PCS,0.06,0.31,0.22
4654,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,07:00-09:00,PCS,0.06,0.25,0.14
4659,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,17:00-19:00,PCS,0.02,0.31,0.12
4656,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,11:00-13:00,PCS,0.06,0.17,0.12
4655,1060894,NUVO FAMILY BODY WASH KUNING PCH 60ML,09:00-11:00,PCS,0.02,0.23,0.09
4665,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,15:00-17:00,PCS,0.02,0.62,0.24
4666,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,17:00-19:00,PCS,0.02,0.38,0.16
4664,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,13:00-15:00,PCS,0.02,0.44,0.16
4667,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,19:00-21:00,PCS,0.06,0.25,0.16
4663,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,11:00-13:00,PCS,0.12,0.17,0.15
4662,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,09:00-11:00,PCS,0.02,0.25,0.12
4661,1060895,NUVO FAMILY BODY WASH HIJAU PCH 60ML,07:00-09:00,PCS,0.06,0.12,0.1
4671,1060896,SOKLIN LIQUID DET ANTI BAC SCT 20ML R12,13:00-15:00,PCS,0.5,0.5,0.5
4672,1060896,SOKLIN LIQUID DET ANTI BAC SCT 20ML R12,15:00-17:00,PCS,0.3,0.3,0.3
4670,1060896,SOKLIN LIQUID DET ANTI BAC SCT 20ML R12,11:00-13:00,PCS,0.2,0.2,0.2
4669,1060896,SOKLIN LIQUID DET ANTI BAC SCT 20ML R12,09:00-11:00,PCS,0.1,0.1,0.1
4668,1060896,SOKLIN LIQUID DET ANTI BAC SCT 20ML R12,07:00-09:00,PCS,0.1,0.1,0.1
4678,1060899,SOKLIN LIQUID DET ANTI BAC PCH 700ML,17:00-19:00,PCS,0.33,0.67,0.5
4674,1060899,SOKLIN LIQUID DET ANTI BAC PCH 700ML,09:00-11:00,PCS,0.33,0.33,0.33
4675,1060899,SOKLIN LIQUID DET ANTI BAC PCH 700ML,11:00-13:00,PCS,0.33,0.33,0.33
4677,1060899,SOKLIN LIQUID DET ANTI BAC PCH 700ML,15:00-17:00,PCS,0.17,0.5,0.29
4676,1060899,SOKLIN LIQUID DET ANTI BAC PCH 700ML,13:00-15:00,PCS,0.17,0.33,0.22
4673,1060899,SOKLIN LIQUID DET ANTI BAC PCH 700ML,07:00-09:00,PCS,0.17,0.17,0.17
4683,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,15:00-17:00,PCS,0.2,0.8,0.58
4682,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,13:00-15:00,PCS,0.1,1.1,0.46
4679,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,07:00-09:00,PCS,0.1,0.6,0.43
4684,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,17:00-19:00,PCS,0.1,0.6,0.36
4681,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,11:00-13:00,PCS,0.2,0.2,0.2
4680,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,09:00-11:00,PCS,0.1,0.3,0.2
4685,1060915,SOKLIN LIQUID DET SOFT SCT 20ML R12,19:00-21:00,PCS,0.1,0.1,0.1
4686,1060918,SOKLIN LIQUID DET SOFT PCH 700ML,07:00-09:00,PCS,0.5,0.5,0.5
4689,1060918,SOKLIN LIQUID DET SOFT PCH 700ML,15:00-17:00,PCS,0.17,0.5,0.38
4690,1060918,SOKLIN LIQUID DET SOFT PCH 700ML,17:00-19:00,PCS,0.17,0.67,0.36
4688,1060918,SOKLIN LIQUID DET SOFT PCH 700ML,13:00-15:00,PCS,0.17,0.5,0.25
4691,1060918,SOKLIN LIQUID DET SOFT PCH 700ML,19:00-21:00,PCS,0.17,0.17,0.17
4687,1060918,SOKLIN LIQUID DET SOFT PCH 700ML,11:00-13:00,PCS,0.17,0.17,0.17
4696,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,15:00-17:00,PCS,0.08,1.17,0.5
4695,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,13:00-15:00,PCS,0.08,1.25,0.35
4697,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,17:00-19:00,PCS,0.08,1,0.33
4693,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,09:00-11:00,PCS,0.08,0.58,0.24
4692,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,07:00-09:00,PCS,0.08,0.25,0.15
4694,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,11:00-13:00,PCS,0.08,0.25,0.15
4698,1060943,GIV WHITE BODY WASH BENGKOANG PCH 250ML,19:00-21:00,PCS,0.08,0.17,0.12
4704,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,17:00-19:00,PCS,0.08,0.67,0.35
4703,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,15:00-17:00,PCS,0.08,0.67,0.31
4702,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,13:00-15:00,PCS,0.08,0.75,0.29
4699,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,07:00-09:00,PCS,0.08,0.5,0.25
4700,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,09:00-11:00,PCS,0.08,0.58,0.23
4705,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,19:00-21:00,PCS,0.08,0.25,0.17
4701,1060944,GIV WHITE BODY WASH MULBERRY PCH 250ML,11:00-13:00,PCS,0.08,0.25,0.14
4709,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,13:00-15:00,PCS,0.02,0.79,0.34
4710,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,15:00-17:00,PCS,0.02,0.79,0.3
4711,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,17:00-19:00,PCS,0.04,0.31,0.15
4707,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,09:00-11:00,PCS,0.02,0.23,0.13
4706,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,07:00-09:00,PCS,0.06,0.12,0.09
4712,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,19:00-21:00,PCS,0.06,0.12,0.09
4708,1060946,GIV WHITE BODY WASH BENGKOANG PCH 60ML,11:00-13:00,PCS,0.04,0.12,0.07
4717,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,15:00-17:00,PCS,0.02,0.62,0.21
4716,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,13:00-15:00,PCS,0.02,0.58,0.19
4718,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,17:00-19:00,PCS,0.04,0.42,0.18
4713,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,07:00-09:00,PCS,0.06,0.25,0.15
4714,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,09:00-11:00,PCS,0.02,0.23,0.09
4715,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,11:00-13:00,PCS,0.04,0.12,0.08
4719,1060947,GIV WHITE BODY WASH MULBERRY PCH 60ML,19:00-21:00,PCS,0.06,0.08,0.07
4722,1060948,SOKLIN POWDER DET SOFT PINK BAG 225GR,15:00-17:00,PCS,0.12,0.42,0.22
4721,1060948,SOKLIN POWDER DET SOFT PINK BAG 225GR,13:00-15:00,PCS,0.08,0.5,0.21
4723,1060948,SOKLIN POWDER DET SOFT PINK BAG 225GR,17:00-19:00,PCS,0.04,0.25,0.18
4720,1060948,SOKLIN POWDER DET SOFT PINK BAG 225GR,09:00-11:00,PCS,0.04,0.17,0.1
4724,1060948,SOKLIN POWDER DET SOFT PINK BAG 225GR,19:00-21:00,PCS,0.08,0.08,0.08
4728,1060949,SOKLIN POWDER DET VEL ORC BAG 225GR,13:00-15:00,PCS,0.04,0.67,0.29
4726,1060949,SOKLIN POWDER DET VEL ORC BAG 225GR,09:00-11:00,PCS,0.04,0.25,0.14
